0.1027,0.1096,0.8475,0.7697391380478609
0.1126,0.1751,0.9995,0.7688439264753522
0.1303,0.125,0.9999,0.7680791935693414
0.121,0.1593,0.9787,0.7673488591271868
0.113,0.2116,0.9988,0.7670528756768826
0.1262,0.1597,0.9769,0.7662426509596486
0.1256,0.1492,0.9436,0.7659463369188027
0.1435,0.1039,0.9739,0.765784779296989
0.1272,0.1361,0.9259,0.7656232541210162
0.1067,0.1935,0.8842,0.765166780353505
0.1374,0.1252,0.9609,0.7651589487303563
0.1307,0.1975,0.9993,0.7650709442848628
0.1537,0.1033,0.9999,0.7645838277048551
0.1082,0.2001,0.8706,0.7644475308479894
0.1298,0.21,0.9991,0.7642766605451474
0.1493,0.125,0.9999,0.7641527414700775
0.1519,0.1335,0.9999,0.7633335689204126
0.1421,0.1878,0.9999,0.7631270760026089
0.1128,0.288,0.9999,0.7629443302997656
0.1124,0.2901,0.9999,0.7628999941160327
0.1132,0.2391,0.929,0.7628929146537301
0.1308,0.2242,0.9999,0.762827002810111
0.1257,0.2566,0.9999,0.7625517727551934
0.134,0.2116,0.9865,0.7623530711630124
0.1688,0.1029,0.9741,0.7612674700861592
0.1126,0.3377,0.9927,0.761035925906406
0.1483,0.1335,0.8975,0.7602777304238939
0.1188,0.3222,0.9409,0.7582499032818892
0.1404,0.3028,0.9793,0.7569199568616914
0.1553,0.181,0.9007,0.7564652355576278
0.159,0.2156,0.9519,0.7561056139495662
0.1079,0.479,0.9997,0.7553586983384608
0.2024,0.15,0.9999,0.7535852497253372
0.1543,0.2898,0.9487,0.7535428293199221
0.1632,0.3411,0.9999,0.7518109030875645
0.1196,0.5067,0.9897,0.7517584017901641
0.129,0.48,0.9671,0.7502265468380428
0.2002,0.1493,0.9226,0.7501132413446505
0.1235,0.5644,0.9999,0.7494037793281134
0.1984,0.2643,0.9999,0.7491059156251306
0.1846,0.3178,0.9487,0.7461644554412838
0.106,0.8253,0.9995,0.742560931152749
0.1589,0.5919,0.9999,0.7425191569502133
0.1846,0.358,0.8791,0.7410524804036112
0.154,0.59,0.9245,0.7401229854409256
0.258,0.21,0.9558,0.7377593581401354
0.1886,0.5475,0.9999,0.7350713613231229
0.1564,0.7111,0.9733,0.732876412715338
0.1736,0.5508,0.9246,0.7328686075450321
0.1553,0.5953,0.8717,0.7318806548085808
0.1157,0.9485,0.9759,0.7311205645550141
0.1552,0.749,0.9351,0.730000681193312
0.1898,0.5455,0.8975,0.7288939071234747
0.1589,0.7694,0.9165,0.7276110696478548
0.1274,0.98,0.9356,0.7265967518571342
0.1613,0.9999,0.9999,0.7252365867038959
0.3205,0.1675,0.9999,0.7249102509414005
0.3302,0.1321,0.9995,0.7240041941572143
0.2908,0.3808,0.9995,0.7237428030039192
0.1827,0.931,0.9999,0.7219755408567188
0.1558,0.8074,0.8461,0.7214890317902031
0.3468,0.1356,0.9999,0.7206475761837534
0.1919,0.991,0.9999,0.7195962207619836
0.2026,0.78,0.927,0.719302206959716
0.3183,0.3308,0.9999,0.7181031978690803
0.1736,0.3145,0.5966,0.7172501929485409
0.3258,0.3088,0.9867,0.716169775708639
0.344,0.3883,0.9999,0.712756319475807
0.26,0.9937,0.9605,0.7089217257895865
0.3227,0.5642,0.9481,0.7086182883308122
0.3682,0.3379,0.9995,0.7084521540533147
0.3214,0.9487,0.9481,0.7009326569061821
0.3612,0.5949,0.923,0.6992723723014397
0.3904,0.7749,0.9999,0.6968024434549902
0.3867,0.5677,0.8926,0.6939295144313125
0.4679,0.9999,0.9999,0.6843079105199535
0.5354,0.1512,0.9999,0.6804246450489748
0.5265,0.74,0.9999,0.6786639690670409
0.5352,0.5579,0.9995,0.6785593969037518
0.5575,0.3811,0.9995,0.6739853390227468
0.5965,0.1114,0.9999,0.6678576263945187
0.5502,0.1237,0.897,0.6643708435403812
0.5619,0.3757,0.8411,0.6536688789777155
0.7362,0.1921,0.9999,0.636450272031568
0.7391,0.3165,0.9806,0.6352918806946487
0.8142,0.9999,0.9998,0.6327466312170097
0.767,0.1838,0.9999,0.6322053534039191
0.7197,0.7635,0.871,0.6300875718591925
0.7605,0.1309,0.9806,0.6296333556287884
0.9426,0.649,0.9999,0.6154005732798165
0.9229,0.6495,0.9737,0.6149017258081386
0.7571,0.1838,0.8456,0.6141562890453279
0.973,0.9999,0.9999,0.6136239751073009
0.9551,0.9999,0.9667,0.6122297190051439
0.9999,0.9999,0.9739,0.6091373436268472
0.9883,0.5668,0.9999,0.6065694581711875
0.9626,0.3086,0.9739,0.6012912918504655
0.2949,0.5848,0.1885,0.5943635323025683
0.9472,0.903,0.573,0.5681115844328113
0.4655,0.6054,0.1548,0.5453131103656952
